Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
"Did Baer, J. publish the paper 'Efficient Trace-Driven Simulation Methods for Cache Performance Analysis' in the last 3 years?",ASK { <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JLBaer> . <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },"ASK { <https://dblp.org/pid/b/JLBaer> <https://dblp.org/rdf/schema#author>?p.?p <https://dblp.org/rdf/schema#hasTitle> ""Efficient Trace-Driven Simulation Methods for Cache Performance Analysis"".?p <https://dblp.org/rdf/schema#inProceedings>?i.?i <https://dblp.org/rdf/schema#yearOfPublication>?y. FILTER(?y > YEAR(NOW())-3) }",0.1566384057330969,0.8596491228070176,"(0.9124363660812378, 0.9132676124572754, 0.9128518104553223)"
Has the author Klaus S. published in International Conference on Formal Methods and Models for Co-Design in the last three years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/KlausSchneider1> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'MEMOCODE' },"PREFIX dblp: <https://dblp.org/rdf/schema#>
ASK {?x dblp:authoredBy <https://dblp.org/pid/s/KlausSchneider1>.?x dblp:yearOfPublication?y. FILTER(?y > YEAR(NOW())-3).?x dblp:publishedIn 'International Conference on Formal Methods and Models for Co-Design' }",4.550160538169341e-155,0.9642857142857143,"(0.9149625301361084, 0.9037896990776062, 0.9093417525291443)"
Has Eun Jung Yoon published the paper 'Mining Implicit Social Network with Context-Aware Technologies' in WEB?,ASK { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/10351> . <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#publishedIn> 'WEB' },ASK { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/53/10351> FILTER NOT EXISTS { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/53/10351> } },3.3252037442622604e-78,0.78,"(0.946586549282074, 0.9450977444648743, 0.9458416104316711)"
Was the paper 'An axiomatic study of Majority-rule (+ ) and associated consensus functions on hierarchies' published by David Fern\u00E1ndez-Baca in Discret. Appl. Math.?,ASK { <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/3259> . <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#publishedIn> 'Discret. Appl. Math.' },ASK { <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/3259>. <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#publishedIn> 'Discret. Appl. Math.' },0.6407117598241614,1.0,"(0.9960210919380188, 0.996218740940094, 0.9961198568344116)"
Does X. Tong have an ORCID?,ASK { <https://dblp.org/pid/86/2176> <https://dblp.org/rdf/schema#orcid> ?x },"SELECT DISTINCT?answer WHERE {
 ?pid dblp:orcid?answer.
  FILTER(?pid = <https://dblp.org/pid/86/2176>)
}",1.2183324802375697e-231,0.5576923076923077,"(0.8951221704483032, 0.8622006177902222, 0.8783529996871948)"
Did Sungwon Lee publish the paper 'Seamless link quality guaranteed handover scheme over experimental IEEE 80221 MIH testbed'?,ASK { <https://dblp.org/rec/conf/icuimc/SongL12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/5584> },ASK { <https://dblp.org/rec/journals/mih/LeeKHL09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/5584>. <https://dblp.org/rec/journals/mih/LeeKHL09> <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Parallel Distributed Syst.' },5.969061643530969e-155,0.7755102040816326,"(0.9307413101196289, 0.8931819200515747, 0.9115749001502991)"
"Did the author Giuzzi, Luca publish the paper 'Secret sharing schemes from hypersurfaces over finite fields' in the last 9 years?",ASK { <https://dblp.org/rec/journals/corr/abs-2105-14508> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/5871> . <https://dblp.org/rec/journals/corr/abs-2105-14508> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },"PREFIX db: <https://dblp.org/rdf/schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK { <https://dblp.org/pid/14/5871> db:authorOf <https://dblp.org/rec/journals/corr/abs-2105-14508>. <https://dblp.org/rec/journals/corr/abs-2105-14508> db:yearOfPublication?y. FILTER(?y > YEAR(NOW())-9) }",0.18295654224495206,0.9016393442622951,"(0.9316434264183044, 0.9028369784355164, 0.9170140624046326)"
"Did the authors Byoung-Yul Coh and Rodriguez, Andrew co-author the paper 'New multi-stage similarity measure for calculation of pairwise patent similarity in a patent citation network'?",ASK { <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/6258> . <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/9176> },"ASK {
  <https://dblp.org/pid/153/6258> <https://dblp.org/rdf/schema#author> <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15>.
  <https://dblp.org/pid/153/6258> <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/16/9176>.
  FILTER(?s = <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> &&?p = <https://dblp.org/rdf/schema#title> &&?o = ""New multi-stage similarity measure for calculation of pairwise patent similarity in a patent citation network"")
}",3.974539328672128e-155,0.7540983606557377,"(0.9462753534317017, 0.9099003076553345, 0.9277313947677612)"
Did Grace Tsai publish in CoRR in the last three years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/534> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX dblp: <https://dblp.org/rdf/schema#>
ASK {?x dblp:authoredBy <https://dblp.org/pid/28/534>.?x dblp:yearOfPublication?y. FILTER(?y > YEAR(DATETIME(""now"", ""UTC"")) - 3).?x dblp:publishedIn ""CoRR"" }",4.777946850498661e-155,0.8,"(0.9007314443588257, 0.8728955388069153, 0.8865950107574463)"
Did the author S. Ahmet Mentes publish the paper 'The usability of university websites - a study on European University of Lefke' in the last three years?,ASK { <https://dblp.org/rec/journals/ijbis/CaglarM12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/9711> . <https://dblp.org/rec/journals/ijbis/CaglarM12> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },"PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK { <https://dblp.org/pid/121/9711> <http://purl.org/dc/elements/1.1/author>?x.?x <http://purl.org/dc/elements/1.1/title> ""The usability of university websites - a study on European University of Lefke"".?x <http://purl.org/dc/elements/1.1/date>?y FILTER (?y > ""2020-01-01""^^xsd:date) }",3.743881382418666e-155,0.7230769230769231,"(0.8673919439315796, 0.8341721296310425, 0.8504577875137329)"
Did the author Jianfeng Ma publish the paper 'Provable ownership of file in de-duplication cloud storage' in the last 9 years?,ASK { <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/6604-1> . <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },"ASK { <https://dblp.org/pid/12/6604-1> <https://dblp.org/rdf/schema#author>?paper.?paper <https://dblp.org/rdf/schema#title> ""Provable ownership of file in de-duplication cloud storage""^^xsd:string.?paper <https://dblp.org/rdf/schema#inProceedings>?conf.?conf <https://dblp.org/rdf/schema#year>?y. FILTER(?y > YEAR(NOW())-9) }",0.1566384057330969,0.8666666666666667,"(0.905401885509491, 0.9014809131622314, 0.9034371376037598)"
Did Hong-Nan Li publish the paper 'Cycle Slip Detection and Correction of GPS Carrier Phase Based on Wavelet Transform and Neural Network' in the last two years?,ASK { <https://dblp.org/rec/conf/isda/YiLW06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1147> . <https://dblp.org/rec/conf/isda/YiLW06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },"ASK {?paper <https://dblp.org/rdf/schema#title> ""Cycle Slip Detection and Correction of GPS Carrier Phase Based on Wavelet Transform and Neural Network"".
?paper <https://dblp.org/rdf/schema#author>?author.
?author <https://dblp.org/rdf/schema#uri> <https://dblp.org/pid/48/1147>.
?paper <https://dblp.org/rdf/schema#yearOfPublication>?y.
FILTER(?y > YEAR(NOW())-2). }",3.884252021064659e-155,0.8387096774193549,"(0.9042158126831055, 0.89939284324646, 0.901797890663147)"
Did the author Karol P. publish the paper 'Tietze Extension Theorem for n-dimensional Spaces' in the last 5 years?,ASK { <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/10329> . <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },"PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX schema: <http://schema.org/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX dblp: <http://dblp.org/rdf/schema#>
ASK { <https://dblp.org/pid/52/10329> <http://dbpedia.org/ontology/author>?paper.
?paper <http://dblp.org/rdf/schema#title> ""Tietze Extension Theorem for n-dimensional Spaces"".
?paper <http://dblp.org/rdf/schema#yearOfPublication>?year.
FILTER(?year > xsd:integer(XSD:YEAR(NOW())-5)) }",3.5950312170181187e-155,0.8125,"(0.8791607618331909, 0.8298678398132324, 0.8538034558296204)"
"Did Don E. Detmer publish the paper 'Language matters: precision health as a cross-cutting care, research and policy agenda' in the last 4 years?",ASK { <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/9193> . <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) },"ASK {?pid <https://dblp.org/rdf/schema#author>?author.?pid <https://dblp.org/rdf/schema#title> ""Language matters: precision health as a cross-cutting care, research and policy agenda"".?pid <https://dblp.org/rdf/schema#yearOfPublication>?y.?pid <https://dblp.org/rdf/schema#inJournal> <https://dblp.org/rec/journals/jamia/PayneD20>.?author <https://dblp.org/rdf/schema#id>?author_id. FILTER(?author_id = <https://dblp.org/pid/42/9193> &&?y > YEAR(NOW())-4) }",1.8869779601727955e-78,0.8852459016393442,"(0.9198487997055054, 0.8909066319465637, 0.9051463603973389)"
Has Haseeb Bokhari published in DAC in the last six years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/139/5964> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) . ?x <https://dblp.org/rdf/schema#publishedIn> 'DAC' },"PREFIX dblp: <https://dblp.org/rdf/schema#>
ASK {?x dblp:authoredBy <https://dblp.org/pid/139/5964>.?x dblp:yearOfPublication?y. FILTER(?y > YEAR(NOW())-6).?x dblp:publishedIn 'DAC' }",5.427130079307543e-155,0.9661016949152542,"(0.9190739989280701, 0.9152050614356995, 0.9171354174613953)"
"Does the person named Alsudany, S. K. have an ORCID?",ASK { <https://dblp.org/pid/190/3484> <https://dblp.org/rdf/schema#orcid> ?x },"PREFIX orcid: <http://orcid.org/>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT?o
WHERE {
  <https://dblp.org/pid/190/3484> dblp:orcid?o
}",5.157006819435075e-155,0.6415094339622641,"(0.9086965322494507, 0.8531044125556946, 0.8800233602523804)"
"Did Keita Takahashi and Fujii, T. co-author the paper 'Comparison of Layer Operations and Optimization Methods for Light Field Display'?",ASK { <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/3729-1> . <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/5373> },ASK { <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/3729-1>. <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/5373> },0.5341735956899847,1.0,"(0.9954482316970825, 0.9962252378463745, 0.9958365559577942)"
Was the paper 'Application of Reinforcement Learning Algorithm in Delivery Order System under Supply Chain Environment' published by Xin T. in Mob. Inf. Syst.?,ASK { <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/6413> . <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#publishedIn> 'Mob. Inf. Syst.' },ASK { <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#authoredBy>?author.?author <https://dblp.org/rdf/schema#name> 'Xin T.'. <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#publishedIn> 'Mob. Inf. Syst.' },0.48442732379638637,0.851063829787234,"(0.9617390632629395, 0.9597212076187134, 0.9607290625572205)"
"Did the author Delfmann, Patrick publish the paper 'Referenzmodellierung in \u00F6ffentlichen Verwaltungen am Beispiel des prozessorientierten Reorganisationsprojekts Regio@KomM'?",ASK { <https://dblp.org/rec/conf/wirtschaftsinformatik/BeckerADN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/PatrickDelfmann> },"PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

ASK { <https://dblp.org/pid/d/PatrickDelfmann> dblp:authorOf <https://dblp.org/rec/conf/wirtschaftsinformatik/BeckerADN05>. }",6.223629500679345e-155,0.75,"(0.9459934830665588, 0.8993960022926331, 0.9221064448356628)"
Has Hugo P. Kuklinski published the paper 'Campus M\u00F3vil: Designing a Mobile Web 20 Startup for Higher Education Uses' in BlogTalk?,ASK { <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/8222> . <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#publishedIn> 'BlogTalk' },"PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK {?paper a dblp:Paper.
     ?paper <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <dubl:publishedAt>?date.
      FILTER (?date!= ""undefined"" &&?date!= ""null"") }",1.1070900996592687e-231,0.65,"(0.8854551315307617, 0.8235102891921997, 0.8533600568771362)"
Was the paper 'Pointwise Paraphrase Appraisal is Potentially Problematic' published by Hannah Chen in Association of Computational Linguistics?,ASK { <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/4543> . <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#publishedIn> 'ACL (student)' },"PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

ASK { <https://dblp.org/rec/conf/acl/ChenJE20> <dblp:authoredBy> <https://dblp.org/pid/170/4543>. <https://dblp.org/rec/conf/acl/ChenJE20> <dblp:publishedIn> 'Association of Computational Linguistics' }",2.5964248411572276e-78,0.8035714285714286,"(0.9276419281959534, 0.8887997269630432, 0.9078055024147034)"
Does the author Hongbin Dong have an ORCID?,ASK { <https://dblp.org/pid/78/3790> <https://dblp.org/rdf/schema#orcid> ?x },"PREFIX orcid: <http://orcid.org/ontologies/2012/01/orcid>
PREFIX dblp: <https://dblp.org/rdf/schema#>
SELECT?orcid
WHERE {
 ?author dblp:authorID <https://dblp.org/pid/78/3790>.
 ?author orcid:orcid <?orcid >.
}",1.0669733992029681e-231,0.6153846153846154,"(0.9125789403915405, 0.8583365678787231, 0.8846270442008972)"
Does the person J. Lin have an ORCID?,ASK { <https://dblp.org/pid/30/11496> <https://dblp.org/rdf/schema#orcid> ?x },SELECT?orcid WHERE { <https://dblp.org/pid/3011496> <http://orcid.org/rdf-schema#orcid>?orcid },1.384292958842266e-231,0.75,"(0.9273557066917419, 0.9173187017440796, 0.9223098754882812)"
Did the author J. Biskup publish the paper 'Sichere Delegation in Informationssystemen' in the last 3 years?,ASK { <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JBiskup> . <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },ASK { <https://dblp.org/pid/b/JBiskup> <https://dblp.org/rdf/schema#author> <https://dblp.org/rec/conf/vis/BiskupE93>. <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#yearOfPublication>?y. FILTER(?y > YEAR(NOW())-3) },0.22825471031091593,1.0,"(0.9624770879745483, 0.9678534269332886, 0.9651577472686768)"
Did the author Beverley Gable publish the paper 'Listening in a second language'?,ASK { <https://dblp.org/rec/conf/interspeech/BondMG96> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/9338> },"PREFIX dblp: <https://dblp.org/rdf/schema#>
SELECT?paper WHERE {
 ?author dblp:authorOf?paper.
 ?paper dblp:title ""Listening in a second language"".
 ?author dblp:pid <https://dblp.org/pid/19/9338>
}",4.565054879844424e-155,0.5925925925925926,"(0.8943620324134827, 0.8589953780174255, 0.8763220310211182)"
Does Abdel Magid S. Hamouda have an ORCID?,ASK { <https://dblp.org/pid/79/5370> <https://dblp.org/rdf/schema#orcid> ?x },"PREFIX dbpedia-owl: <http://xmlns.com/foaf/0.1/>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX orcid: <http://orcid.org/>

ASK {?x dblp:author <https://dblp.org/pid/79/5370>.?x orcid:orcid?o }",1.1008876702055895e-231,0.7446808510638298,"(0.9225612282752991, 0.8589627146720886, 0.8896268010139465)"
"Was the paper 'Predicting Positions of Bridging Water Molecules in Nucleic Acid-Ligand Complexes' co-authored by the authors Moitessier, Nicolas and Waldisp\u00FChl, J\u00E9r\u00F4me?",ASK { <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/3451> . <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/6365> },"PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX pid: <https://dblp.org/pid/>

ASK {?paper dblp:authoredBy?author.
 ?paper dc:title ""Predicting Positions of Bridging Water Molecules in Nucleic Acid-Ligand Complexes"".
 ?author pid:<https://dblp.org/pid/73/3451> ||?author pid:<https://dblp.org/pid/73/6365> }",9.336117803135294e-232,0.7192982456140351,"(0.8819199204444885, 0.8461838960647583, 0.8636823892593384)"
"Was the paper 'Web Services Reliability Patterns' co-authored by the authors Seyed Masoud Sadjadi and Buckley, I. A.?",ASK { <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/SeyedMasoudSadjadi> . <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/181/8758> },ASK { <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/SeyedMasoudSadjadi>. <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/181/8758> FILTER NOT EXISTS { <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/SeyedMasoudSadjadi>. <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/181/8758> } },0.2397212592215149,0.86,"(0.9641286730766296, 0.9473599195480347, 0.9556707739830017)"
Did the author A. Torralba publish the paper 'Human Learning of Contextual Priors for Object Search: Where does the time go?' in the last 3 years?,ASK { <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/t/AntonioBTorralba> . <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

ASK { <https://dblp.org/pid/t/AntonioBTorralba> <https://dblp.org/rdf/schema#authoredBy>?paper.?paper <https://dblp.org/rdf/schema#title> ""Human Learning of Contextual Priors for Object Search: Where does the time go?"".?paper <https://dblp.org/rdf/schema#yearOfPublication>?y. FILTER(?y > YEAR(NOW())-3) }",0.08170418210184782,0.8064516129032258,"(0.8866690397262573, 0.8647686243057251, 0.8755819201469421)"
Has T. Zeugmann published the paper 'Obituary R\u016Bsi\u0146\u0161 M\u0101rti\u0146\u0161 Freivalds (1942-2016)' in Bull. EATCS?,ASK { <https://dblp.org/rec/journals/eatcs/Zeugmann16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/TZeugmann> . <https://dblp.org/rec/journals/eatcs/Zeugmann16> <https://dblp.org/rdf/schema#publishedIn> 'Bull. EATCS' },ASK { <https://dblp.org/rec/journals/eatcs/Zeugmann16> <https://dblp.org/rdf/schema#publishedIn> 'Bull. EATCS'. <https://dblp.org/rec/journals/eatcs/Zeugmann16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/TZeugmann>. },6.380372467480681e-78,1.0,"(0.9759554862976074, 0.9766294956207275, 0.9762923717498779)"
Did the author V. Zachariou publish the paper 'The Fusiform and Occipital Face Areas Can Process a Nonface Category Equivalently to Faces'?,ASK { <https://dblp.org/rec/journals/jocn/ZachariouSU18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/141/4058> },"ASK {
 ?paper <https://dblp.org/rdf/schema#title> ""The Fusiform and Occipital Face Areas Can Process a Nonface Category Equivalently to Faces"".
 ?paper <https://dblp.org/rdf/schema#author>?author.
 ?author <https://dblp.org/rdf/schema#identifier> <https://dblp.org/pid/141/4058>.
}",4.050118777810252e-155,0.6923076923076923,"(0.8801331520080566, 0.8640387058258057, 0.8720117211341858)"
Did Alexandre J. T. Santos publish the paper 'Intelligent Hierarchical Intrusion Detection System for VANETs' in the last seven years?,ASK { <https://dblp.org/rec/conf/icumt/GoncalvesMS21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/1590> . <https://dblp.org/rec/conf/icumt/GoncalvesMS21> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) },"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX schema: <http://schema.org/>
PREFIX dblp: <https://dblp.org/rdf/schema#>

ASK {
 ?paper a schema:ScholarlyArticle ;
         dblp:author <https://dblp.org/pid/169/1590> ;
         dblp:title ""Intelligent Hierarchical Intrusion Detection System for VANETs"" ;
         dblp:yearOfPublication?y.
  FILTER(?y > YEAR(NOW()) - 7)
}",4.796995521290057e-155,0.7910447761194029,"(0.8733209371566772, 0.8174311518669128, 0.8444523811340332)"
Did A. El-Saddik publish the paper 'Devising Digital Twins DNA Paradigm for Modeling ISO-Based City Services' in the last 2 years?,ASK { <https://dblp.org/rec/journals/sensors/BadawiLE21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/06/1887> . <https://dblp.org/rec/journals/sensors/BadawiLE21> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },"ASK {
  <https://dblp.org/pid/06/1887> <https://dblp.org/rdf/schema#author>?paper.
 ?paper <https://dblp.org/rdf/schema#title> ""Devising Digital Twins DNA Paradigm for Modeling ISO-Based City Services"".
 ?paper <https://dblp.org/rdf/schema#yearOfPublication>?y.
  FILTER(?y > YEAR(NOW())-2).
}",5.9883480390466785e-155,0.8852459016393442,"(0.9046827554702759, 0.903174877166748, 0.9039282202720642)"
"Have Liang, S. and Sha, Wanli co-authored the paper 'Unification Protection Design for a Certain Type of Vehicle-Borne Server'?",ASK { <https://dblp.org/rec/conf/nccet/SunCSL16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/222/0454> . <https://dblp.org/rec/conf/nccet/SunCSL16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/223/2202> },"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX db: <https://dblp.org/rdf/schema#>
ASK {
 ?paper db:author?author.
 ?author rdf:type db:Person.
 ?author db:persistentId?pid.
  FILTER (?pid = <https://dblp.org/pid/09/1716> ||?pid = <https://dblp.org/pid/222/0454> ||?pid = <https://dblp.org/pid/223/2202> ).
 ?paper db:title ""Unification Protection Design for a Certain Type of Vehicle-Borne Server"".
 ?paper db:author?author.
 ?author db:familyName ""Liang"".
 ?author db:givenName ""S."".
 ?author db:author?author.
 ?author db:familyName ""Sha"".
 ?author db:givenName ""Wanli"".
}",3.021520912734739e-155,0.6212121212121212,"(0.8700801134109497, 0.8165223598480225, 0.8424508571624756)"
Did the author Valentina Rao publish the paper 'Heuristic Evaluation of Persuasive Game Systems in a Behavior Change Support Systems Perspective: Elements for Discussion' in the last three years?,ASK { <https://dblp.org/rec/conf/persuasive/Rao14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/3350> . <https://dblp.org/rec/conf/persuasive/Rao14> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX dblp: <https://dblp.org/rdf/schema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

ASK { <https://dblp.org/rec/conf/persuasive/Rao14> dblp:authoredBy <https://dblp.org/pid/19/3350>. <https://dblp.org/rec/conf/persuasive/Rao14> dblp:yearOfPublication?y. FILTER(?y > YEAR(NOW())-3) }",0.17923344640485428,0.9152542372881356,"(0.9208929538726807, 0.8798388242721558, 0.8998978734016418)"
