Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
Which paper written by Frank Wolter with Michael Zakharyaschev was published in Fundam. Informaticae?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' },"```sparql
SELECT DISTINCT ?answer WHERE { 
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> .
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> .
  ?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' .
} 
```",0.8979542144404234,0.98,"(0.9733207821846008, 0.9602816104888916, 0.9667572379112244)"
In which conferences or journals has J. Christoffer Skogen published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
In which conferences or journals has S. A. DeLoach published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/ScottADeLoach> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/ScottADeLoach> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"In the last 7 years, which papers did Robertson, N. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/7169> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/304/1091> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) }
```",0.8153551038173115,0.9137931034482759,"(0.9950224161148071, 0.9950224161148071, 0.9950224161148071)"
Mention the co-authors of Chang Yun Park.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/3987> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/08/3987>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/3987> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/08/3987>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Find the paper written by Ehab M. Almetwally with Manal M. Yousef that was published in Symmetry.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/287/7044> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/308/9582> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Symmetry' },"```sparql
SELECT DISTINCT ?answer WHERE { 
  ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/287/7044>.
  ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/308/9582>.
  ?paper <https://dblp.org/rdf/schema#publishedIn> ?answer .
  FILTER ( ?answer = <https://dblp.org/journal/symmetry> ) 
}
```",0.20125270618003488,0.8771929824561403,"(0.958233654499054, 0.9308755993843079, 0.9443565011024475)"
Mention the paper written by Ju-Han Park with Chan-Su Yang that was published in IEEE International Geoscience and Remote Sensing Symposium.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/229/5178> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/8951> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IGARSS' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/229/5178> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/8951> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IGARSS' }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What publications did Dan Roth publish in International Conference on Machine Learning?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/DanRoth> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICML' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/DanRoth> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICML' } } 
```",0.6997522298221912,1.0,"(0.993290901184082, 0.995250940322876, 0.9942699670791626)"
"In ISOCC, which papers did Yoshifumi Nishio publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/5701> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISOCC' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/5701> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISOCC' } } 
```",0.6997522298221912,1.0,"(0.9933313131332397, 0.9951112866401672, 0.994220495223999)"
Which papers did the authors Pei-Hsun Emma Liu and Ming-Kuan T. co-write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/2243> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/7327> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/2243> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/210/1429> }
```",0.842362674378975,0.9795918367346939,"(0.9935865998268127, 0.994178056716919, 0.9938822388648987)"
What publications did Hassen Mekki publish in SSD?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/1889> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'SSD' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/1889> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'SSD' } } 
```",0.6997522298221912,1.0,"(0.9935067892074585, 0.9952185153961182, 0.994361937046051)"
In which conferences or journals has M. J. published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/2945> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/34/4675> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.7611606003349892,0.8653846153846154,"(0.9949464797973633, 0.9951928853988647, 0.995069682598114)"
"In Genetic and Evolutionary Computations, which papers did the author Duc Manh Nguyen publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/92/9457> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'GECCO (Companion)' },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/164/3488> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.31843164596791895,0.7543859649122807,"(0.9648604989051819, 0.9777453541755676, 0.9712601900100708)"
"Mention the paper written by Rajan, Kanaka with Guillaume L. that was published in CoRR.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/10452> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/10384> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/10452> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/g/GuillaumeL>. ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } 
```",0.7659552353576201,0.9423076923076923,"(0.9841397404670715, 0.9772534966468811, 0.9806845784187317)"
"Which publications did Eric J. Pauwels write with the author from Centrum Wiskunde & Informatica, Amsterdam, The Netherlands?","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/3284> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Centrum Wiskunde & Informatica, Amsterdam, The Netherlands' }","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/3284> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Centrum Wiskunde & Informatica, Amsterdam, The Netherlands' }",1.0,1.0,"(1.0, 1.0, 1.0)"
"In the last eight years, which papers did Lessiter, Jane publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/3759> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/3759> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
List the venues in which Svetlana Mamykina published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/125/9813> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/125/9813> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"In ICANNGA, which paper written by Francisco Sandoval with Mart\u00EDn, F. Javier Mar\u00EDn was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/6914-1> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/38/6427> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICANNGA' },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/6914-1> .
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/5251> . 
?answer <https://dblp.org/rdf/schema#publishedIn> 'ICANNGA' 
}
```",0.8282477531331041,0.9122807017543859,"(0.9669304490089417, 0.9518972039222717, 0.9593549370765686)"
Which papers did John C. Collins publish in IBM J. Res. Dev.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/25/3807> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IBM J. Res. Dev.' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/25/3807> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IBM J. Res. Dev.' }  } 
```",0.762465858623486,1.0,"(0.9932538270950317, 0.991400957107544, 0.9923264980316162)"
What are the papers written by Vivien H. and Maria Zenios together?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/9374> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/9520> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/7780> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/9520> }
```",0.7611606003349892,0.9423076923076923,"(0.9932649731636047, 0.994086503982544, 0.9936755895614624)"
"In the last 9 years, which papers did Reyes J. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/5153> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-9) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/284/4921> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-9) }
```",0.8153551038173115,0.9137931034482759,"(0.9946288466453552, 0.9946288466453552, 0.9946288466453552)"
Which papers did the author Bradly G. Wouters publish in the last 2 years?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/11477> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-2) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/11477> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-2) },1.0,1.0,"(1.0, 1.0, 1.0)"
"Which venues has Sela, M. published in?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/172/8403> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/8870> } 
```",0.3218548743654149,0.9,"(0.946824848651886, 0.9661747217178345, 0.9564019441604614)"
"In the last two years, which papers did Atsushi Shibai publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/244/4340> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-2) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/244/4340> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-2) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Find the paper written by Kuzic, J. with Al-Alawi, Aisha that was published in ITI.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/4207> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/10/1901> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ITI' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/4207> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/10/1901> . ?answer <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/journals/journals/iti/> } 
```",0.8843946454355334,0.96,"(0.9786577224731445, 0.9682387709617615, 0.9734203815460205)"
"Mention the paper written by Junxian He with Neubig, Graham that was published in ACL (1).",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/188/6127> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/8155> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ACL (1)' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/188/6127> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/8155> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ACL (1)' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"List the papers published by Katzper, Meyer in the last three years.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/3382> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/3382> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
In which conferences or journals has Olusegun O. published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/9606> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/23/7852> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },0.7611606003349892,0.8113207547169812,"(0.9948121905326843, 0.9948122501373291, 0.9948121905326843)"
What are the publications written by the authors Amr Tolba and Abdulaziz Alarifi in collaboration?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/167/0653> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/165/5231> },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/167/0653> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/165/5231> } } 
```",0.4924790605054523,0.9607843137254902,"(0.9876610636711121, 0.9833937883377075, 0.9855228662490845)"
"With which other authors has the author Aila, T. written papers?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/2789> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/95/2789>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/194/3512> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/194/3512>) } 
```",0.6865065103648591,0.9107142857142857,"(0.9919813871383667, 0.9919813871383667, 0.9919813871383667)"
"Mention the papers published by Hauser, K. with the author from Duke University, Durham, NC, USA.","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/7188> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Duke University, Durham, NC, USA' }","```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/6704> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Duke University, Durham, NC, USA' }
```",0.8656030552541708,0.9090909090909091,"(0.997528612613678, 0.997528612613678, 0.997528612613678)"
"In Theory of Cryptography Conference, which papers did Malkin, T. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/TalMalkin> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'TCC' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/7822> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Theory of Cryptography Conference' }
```",0.46892438882117243,0.86,"(0.9687162637710571, 0.9641682505607605, 0.9664369225502014)"
"In the last 7 years, which papers did Hiroki Nishiyama publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/5689> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/5689> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"In the last 4 years, which papers did G\u00F3mez, S. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/6382> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-4) },"```sparql
SELECT DISTINCT ?x WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/1023> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4)  } 
```",0.2240750868020436,0.9,"(0.9822940826416016, 0.9783985018730164, 0.9803423881530762)"
List the venues in which Kyungsook K. published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/2758> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/148/7465> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.7611606003349892,0.9019607843137255,"(0.994619607925415, 0.994619607925415, 0.994619607925415)"
"What are the publications written by the authors E. Hattab and Al-Khatib, A. M. in collaboration?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/23/2996> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/6935> },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/4936> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/6613> } } 
```",0.3146660996956415,0.8679245283018868,"(0.9794225692749023, 0.976064920425415, 0.9777408242225647)"
"With which other authors has Aubert, G. written papers?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/7640> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/74/7640>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/3346> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/94/3346>) }
```",0.6865065103648591,0.9259259259259259,"(0.9936426877975464, 0.99314945936203, 0.9933960437774658)"
Who are the co-authors of H. Yan?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/158/3388> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/158/3388>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/4828> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/246/4828>) }
```",0.6865065103648591,0.8909090909090909,"(0.9930738806724548, 0.9930738806724548, 0.9930738806724548)"
Mention the co-authors of Junaid Baber.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/122/2676> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/122/2676>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/122/2676> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/122/2676>) }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which papers did the author M. Mart\u00EDn publish in the last 3 years?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/8802> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/8577> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) }
```",0.8153551038173115,0.9642857142857143,"(0.9949140548706055, 0.9944431185722351, 0.9946784973144531)"
With which other authors has the author Alyssa M. Adams written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/146/0887> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/146/0887>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/146/0887> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/146/0887>) }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"What publications did Sakauchi, Hideki publish in J. Netw. Syst. Manag.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/29/9425> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Netw. Syst. Manag.' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/29/9425> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Netw. Syst. Manag.' } },0.762465858623486,1.0,"(0.9937453269958496, 0.9952945709228516, 0.9945193529129028)"
"In GRMSE, which paper written by Jiahua Zhang with He, Z. was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/8999> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/7404> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'GRMSE (1)' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/8999> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/5331> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'GRMSE' } 
```",0.6681082569496674,0.8596491228070176,"(0.9911490678787231, 0.9948373436927795, 0.9929897785186768)"
"What are the titles of the papers that Eick, Angela A. published in the last 7 years and in which venues?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/155/2756> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/155/2756> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
