Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
What are all the papers that Bill Fenner and Supphanat Kanokphara published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/3380> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/2956> } },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/3380> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/2956> } },1.0,1.0,"(1.0, 1.0, 1.0)"
List all the papers that H. Sofia Pinto published in WebMedia and SoCC.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/p/HelenaSofiaPinto> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'WebMedia' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'SoCC' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
  { ?answer <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/venue/webmedia> } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/venue/socc> }.
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/p/HelenaSofiaPinto>.
} 
```",0.45372365197359754,0.9183673469387755,"(0.9484429955482483, 0.9408750534057617, 0.9446439146995544)"
"What are all the papers that Parimal Parag and Bitar, Rawad published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/8263> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/161/9919> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/8263> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/161/9919> } } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
List all the papers that Catherine Dehollain and G\u00FCrkan Y. published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/7007> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/11256> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/7007> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/11256> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"List all the papers that Marios Koufaris and Mamonov, S. published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/3354> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/8044> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/3354> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/8044> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What are all the papers that Haridimos T. Vergos and Blanas, George published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1531> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/6754> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1531> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/6754> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
List all the papers that Earl T. Barr and Mark A. Gondree published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/47/1088> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/2655> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/47/1088> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/2655> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What are all the papers that Rokne, J. G. and Manmeet Dhaliwal published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/6475> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/217/1365> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/6475> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/217/1365> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Lukasz Golab and L. Chen published which papers?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/3296> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/176/0843> } },"```sparql
SELECT DISTINCT ?paper WHERE { 
  { <https://dblp.org/pid/42/3296> <https://dblp.org/rdf/schema#authoredBy> ?paper }
 UNION
  { <https://dblp.org/pid/176/0843> <https://dblp.org/rdf/schema#authoredBy> ?paper } 
}
```",5.501718777785591e-78,0.9444444444444444,"(0.9581024050712585, 0.941807746887207, 0.9498851895332336)"
"In International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems and DOLAP, what papers did X. Blasco Ferragud publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/92/1733> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEA/AIE (Vol. 1)' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'DOLAP' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/92/1733> . 
{ ?answer <https://dblp.org/rdf/schema#publishedIn> 'International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems' } 
UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'DOLAP'} 
}
```",0.36590205384468116,0.9122807017543859,"(0.9564430713653564, 0.9306275248527527, 0.9433587193489075)"
"What publications did the author Gapeev, P. V. publish in Algorithms and CoRR?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/7705> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Algorithms' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/7705> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Algorithms' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are all the papers that Andrew R. Gilman and Jianya Yuan published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/2104> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/2782> } },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/2104> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/2782> } },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"What are the papers that Song Zheng and Bi, Qinsheng published in Appl. Math. Comput.?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/19> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Appl. Math. Comput.' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/4880> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Appl. Math. Comput.' } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/19> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/4880> } FILTER(?answer <https://dblp.org/rdf/schema#inPublication> <https://dblp.org/journals/j/amc.html>) } 
```",0.4199504920369666,0.8620689655172413,"(0.946865439414978, 0.9492989778518677, 0.9480805993080139)"
Kunwadee Sripanidkulchai and M. Y. Hajjat published which papers in ACM International Conference on Emerging Networking Experiments and Technologies?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/709> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoNEXT' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/7061> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoNEXT' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
  { <https://dblp.org/pid/52/709> <https://dblp.org/rdf/schema#authoredBy> ?publication . } UNION
  { <https://dblp.org/pid/62/7061> <https://dblp.org/rdf/schema#authoredBy> ?publication . } 
  ?publication <https://dblp.org/rdf/schema#publishedIn> ?answer .
  FILTER (REGEX(?answer, ""ACM International Conference on Emerging Networking Experiments and Technologies"")) 
}
```",0.20575935636767634,0.8125,"(0.9366097450256348, 0.9040823578834534, 0.9200587272644043)"
List all the papers that Rob Koper published in J. Educ. Technol. Soc. and ECAI.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/2962> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Educ. Technol. Soc.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ECAI' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
{ ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/2962> .
?answer <https://dblp.org/rdf/schema#inPublication> <https://dblp.org/journals/jets/index.html>. } 
UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/2962> .
?answer <https://dblp.org/rdf/schema#inPublication> <https://dblp.org/series/lnai/index.html>. } 
}
```",0.3569375455932329,0.8727272727272727,"(0.9183210134506226, 0.9009743332862854, 0.9095649123191833)"
What are the papers that Qilin Y. and Xi-an Sun published in LISS?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/197/6234> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'LISS' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/197/6277> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'LISS' } },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/197/6234> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/197/6277> } FILTER (EXISTS { ?answer <https://dblp.org/rdf/schema#inPublication> <https://dblp.org/journals/lisse/> }) },0.526589137558171,0.8793103448275862,"(0.9518104791641235, 0.9464341402053833, 0.9491146802902222)"
"Kleyle, R. M. and Andr\u00E9 de Korvin published which papers in ACM Conference on Computer Science?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/776> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ACM Conference on Computer Science' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/2415> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ACM Conference on Computer Science' } },"```sparql
SELECT DISTINCT ?title WHERE { 
?paper <https://dblp.org/rdf/schema#authoredBy>  <https://dblp.org/pid/27/776> .
?paper <https://dblp.org/rdf/schema#authoredBy>  <https://dblp.org/pid/28/2415> .
?paper <https://dblp.org/rdf/schema#publishedIn> 'ACM Conference on Computer Science' .
?paper <https://dblp.org/rdf/schema#title> ?title
} 
```",0.23562906064111458,0.9272727272727272,"(0.9364110231399536, 0.9294250011444092, 0.9329049587249756)"
What are all the primary affiliations of Qilian L. and Zhuo Li?,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/52/5208> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/51/4015-2> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/52/5208> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/51/4015-2> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },1.0,1.0,"(1.0, 1.0, 1.0)"
List all the papers that F\u00E9lix Belzunce and Carolina Mart\u00EDnez-Riquelme published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/15/2080> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/6979> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/15/2080> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/6979> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Susumu Goto and Yuki Moriya published which papers in Nucleic Acids Res.?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/99/3539> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/6241> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy>  <https://dblp.org/pid/99/3539> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/6241> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' }
```",0.5328437267885706,0.9629629629629629,"(0.9640504121780396, 0.9696996212005615, 0.9668667316436768)"
"What are the primary affiliations of Ling Guan and He, Y.?",SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/66/4324> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/32/2426> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/66/4324> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/32/2426> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Joseph L. Austerweil and Zemla, J. C. published which papers?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/3390> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/8117> } },"```sparql
SELECT DISTINCT ?paper WHERE {
  { <https://dblp.org/pid/11/3390> <https://dblp.org/rdf/schema#authoredBy> ?paper } 
UNION 
 { <https://dblp.org/pid/170/8117> <https://dblp.org/rdf/schema#authoredBy> ?paper }
}
```",5.501718777785591e-78,0.9411764705882353,"(0.9575257301330566, 0.9424190521240234, 0.9499123096466064)"
Berk \u00DCst\u00FCndag and Zhongxin C. published which papers in IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3742> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/4144> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3742> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/4144> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE J. Sel. Top. Appl. Earth Obs. Remote Sens.' }
```",0.43649121912814104,0.9811320754716981,"(0.9454147815704346, 0.9591755867004395, 0.9522454738616943)"
"List all the papers that A. B. Mendes and Pedro, Francisco published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/7440> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/254/0379> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/7440> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/254/0379> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What papers did Br\u00FCning, J. publish in CADA@MICCAI and Frontiers Inf. Technol. Electron. Eng.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/122/2078> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CADA@MICCAI' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Inf. Technol. Electron. Eng.' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/122/2078> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CADA@MICCAI' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Inf. Technol. Electron. Eng.' } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are all the papers that Mehrdad Saif and Roozbeh Razavi-Far published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/6063> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/7578> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/6063> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/7578> } }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"D. Eppstein and Liu, X. published which papers?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/e/DEppstein> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/l/XiaomingLiu4> } },"```sparql
SELECT DISTINCT ?answer WHERE { 
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/e/DEppstein> .
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/l/XiaomingLiu4> 
}
```",0.48901978132725155,0.9361702127659575,"(0.9705149531364441, 0.9613462686538696, 0.9659088850021362)"
"What papers did Hoppari, M. publish in VTC Spring and CoRR?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/490> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'VTC Spring' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/490> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'VTC Spring' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers that Shyam P. Nallabolu and Sen M. Kuo published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/161/0730> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/4449> } },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/161/0730> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/4449> } }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What publications did the author Oleg Mushkarov publish in Am. Math. Mon. and TSP?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/127/1018> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Am. Math. Mon.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'TSP' } },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/127/1018> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Am. Math. Mon.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'TSP' } } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Fox, David and X. Zhen published which papers?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/1420> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5980> } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/1420> .
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5980> .
} 
```",0.43047668245605597,0.9454545454545454,"(0.9625717997550964, 0.9560528993606567, 0.9593012928962708)"
What papers did Wolfgang B. publish in CoRR and Int. J. Control?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/22/4019-1> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Control' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/22/4019-1> .
{ ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Control' } 
}
```",0.8787419089273848,0.9811320754716981,"(0.9781410098075867, 0.965605616569519, 0.9718329310417175)"
What are all the papers that Chin-Chao Lin and O. Goldreich published in Inf. Technol. Manag.?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/3534> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Technol. Manag.' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/g/OdedGoldreich> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Technol. Manag.' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
  { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/3534> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Technol. Manag.' } UNION
  { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/g/OdedGoldreich> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Technol. Manag.' } 
}
```",1.0,0.9803921568627451,"(0.9814750552177429, 0.9726954102516174, 0.9770655035972595)"
List all the papers that N. Sebe and B. Senyazar published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/3519> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/167/1305> } },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/3519>} UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/167/1305> } },0.7659552353576201,1.0,"(0.9980413317680359, 0.9979758262634277, 0.9980085492134094)"
What papers did Yan Jennifer Wu publish in IEEE Trans. Speech Audio Process. and Selected Areas in Cryptography?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/7820> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Speech Audio Process.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'SAC' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/7820> 
{ ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Speech Audio Process.' } 
UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Selected Areas in Cryptography' } 
} 
```",0.7913547592495157,0.9811320754716981,"(0.9716560244560242, 0.9489143490791321, 0.9601505398750305)"
"What are the papers that Buhler, J. and Patil, S. published in International Conference on Computational Molecular Biology?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JeremyBuhler> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'RECOMB' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/289> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'RECOMB' } },"```sparql
SELECT DISTINCT ?title WHERE { 
  ?paper <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/b/JeremyBuhler>.
  ?paper <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/05/289>.
  ?paper <https://dblp.org/rdf/schema#publishedIn> 'International Conference on Computational Molecular Biology'.
  ?paper <https://dblp.org/rdf/schema#title> ?title 
}
```",5.366179062799437e-155,0.9245283018867925,"(0.9181441068649292, 0.9143142104148865, 0.9162251353263855)"
What are the primary affiliations of Joaquim P. and David M.?,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/12/9209> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/135/6246> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/12/9209> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/135/6246> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Akira Saito and Li, R. published which papers in J. Graph Theory?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/4211> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Graph Theory' } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/5912> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Graph Theory' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/4211> .
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/5912> .
?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Graph Theory' 
}
```",0.5328437267885706,0.9444444444444444,"(0.9436668157577515, 0.9415441155433655, 0.9426041841506958)"
