Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
"Which papers did the author Dimitrov, Dimitar K. write with the author from ETH Z\u00FCrich?","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/4685-2> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'ETH Z\u00FCrich, Switzerland' }",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/4685-2> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/15/5375> },0.5309523015579469,0.8135593220338984,"(0.9349279999732971, 0.9635375738143921, 0.9490171670913696)"
"What are the venues in which Himayat, N. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/4102> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/4102> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
Which papers did the authors Frederic T. Chong and Susmit Biswas co-write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/FTChong> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/6598> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/FTChong> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/6598> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What are the venues in which X. Guo published?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/1430-1> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/1430-1> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"In CoRR, which paper written by Mustafa Cenk Gursoy with Tewodros A. Zewde was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/5244> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/175/2751> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },SELECT DISTINCT ?paper WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/5244> . ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/175/2751> . ?paper <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/rec/journals/corr/> },5.293728820255506e-78,0.9387755102040817,"(0.9689770936965942, 0.9595106840133667, 0.9642206430435181)"
"Which papers did Jir\u00ED C. and Kol\u00E1r, Radim write together?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/207/7257> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/3429> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/207/7257> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/3429> },1.0,1.0,"(1.0, 1.0, 1.0)"
With which other authors has the author Cesar Renteria written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/7864> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/142/7864>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/7864> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/142/7864>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which papers did C. F. Broomfield publish in Comput. Commun. Rev.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/5335> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Comput. Commun. Rev.' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/5335> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Comput. Commun. Rev.' },1.0,1.0,"(1.0, 1.0, 1.0)"
What publications did Chu K. Loo publish in Frontiers Robotics AI?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/71/2077> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Robotics AI' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/71/2077> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Robotics AI' },1.0,1.0,"(1.0, 1.0, 1.0)"
"Which papers did the authors Egea, Maxime and Fabien Panloup co-write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0212> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0421> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0212> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0421> },1.0,1.0,"(1.0, 1.0, 1.0)"
Who are the co-authors of Janne Lindqvist?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/65/1182> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/65/1182>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/65/1182> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/65/1182>) },1.0,1.0,"(1.0, 1.0, 1.0)"
What are the publications written by the authors J. Rowland and Adrian Freed in collaboration?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/4922> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/2117> },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/4922> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/2117> } },0.4924790605054523,0.96,"(0.9879198670387268, 0.983588457107544, 0.9857494235038757)"
"Which papers did the author Gong, P. write with the author from Beijing Institute of Technology, School of Mechatronical Engineering, China?","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/1615-1> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Beijing Institute of Technology, School of Mechatronical Engineering, China' }","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/1615-1> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Beijing Institute of Technology, School of Mechatronical Engineering, China' }",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"What are the venues in which Lee, M. L. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/6847> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/6847> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"List the papers published by Huang, C. in the last 8 years.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/2652> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/2652> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },1.0,1.0,"(1.0, 1.0, 1.0)"
What publications did Sarah Meiklejohn publish in Financial Cryptography Workshops?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/8813> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Financial Cryptography Workshops' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/8813> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Financial Cryptography Workshops' },1.0,1.0,"(1.0, 1.0, 1.0)"
List the papers published by Mohsen Vatani in the last three years.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/158/4992> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/158/4992> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },1.0,1.0,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)"
"Which papers did the author Yang, Meng publish in the last four years?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/2761-13> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-4) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/2761-13> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-4) },1.0,1.0,"(1.0, 1.0, 1.0)"
List the co-authors of Xueming Li.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/2097> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/67/2097>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/2097> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/67/2097>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"What are the papers written by Espen Hagen and Leski, Szymon together?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3780> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/8751> },SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3780> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/8751> } },0.4924790605054523,0.9607843137254902,"(0.9881753921508789, 0.9838721752166748, 0.9860191345214844)"
List the venues in which David Doukhan published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/10650> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?venue WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/10650> . ?paper <https://dblp.org/rdf/schema#publishedIn> ?venue },4.648174375417067e-78,0.9387755102040817,"(0.9813007116317749, 0.9829451441764832, 0.9821222424507141)"
Which papers did German Rigau publish in RANLP?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1456> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'RANLP' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1456> . ?answer <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/rec/conf/ranlp/> },0.842362674378975,0.9387755102040817,"(0.975145161151886, 0.9695031642913818, 0.9723160266876221)"
"In Patterns, which papers did the author Zhengyu Chen publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/80/887> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Patterns' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/80/887> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Patterns' },1.0,1.0,"(1.0, 1.0, 1.0)"
List the papers published by Jonathan Rebane in the last five years.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/5587> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-5) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/5587> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-5) },1.0,1.0,"(1.0, 1.0, 1.0)"
"Which paper written by Peng, Y. with Qi, J. was published in CoRR?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3073> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/183/0937> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3073> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/183/0937> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },1.0,1.0,"(1.0, 1.0, 1.0)"
Who are the co-authors of Thomas A. Henzinger?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/ThomasAHenzinger> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/h/ThomasAHenzinger>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/ThomasAHenzinger> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/h/ThomasAHenzinger>) },1.0,1.0,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)"
Mention the papers published by G\u00E9rard B. with the author from CNRS.,"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1036> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'CNRS, Grenoble, France' }",SELECT DISTINCT ?paper WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1036> . ?paper <https://dblp.org/rdf/schema#authoredBy> ?coauthor FILTER(?coauthor != <https://dblp.org/pid/48/1036>) . ?coauthor <https://dblp.org/rdf/schema#affiliation> 'CNRS' },3.3774356271240683e-78,0.8596491228070176,"(0.9479594230651855, 0.9404940009117126, 0.9442119002342224)"
Mention the co-authors of Wai Chen.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1080> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/61/1080>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1080> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/61/1080>) },1.0,1.0,"(1.0, 1.0, 1.0)"
"In ICSE (2), which papers did Bull, Christopher publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1655-1> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICSE (2)' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1655-1> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICSE (2)' },1.0,1.0,"(1.0, 1.0, 1.0)"
Mention the paper written by Per Olof Gutman with Boris M. Mirkin that was published in Syst. Control. Lett..,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/01/2136> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/BorisMMirkin> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Syst. Control. Lett.' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/01/2136> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/BorisMMirkin> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Syst. Control. Lett.' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which papers did the author Richard E. Stearns publish in the last 3 years?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/RichardEdwinStearns> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/RichardEdwinStearns> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },1.0,1.0,"(1.0, 1.0, 1.0)"
List the co-authors of Zhengwei Pan.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/211/6090> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/211/6090>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/211/6090> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/211/6090>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
With which other authors has the author Jinlong Cai written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/131/9951> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/131/9951>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/131/9951> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/131/9951>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which paper written by Frank Wolter with Michael Zakharyaschev was published in Fundam. Informaticae?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' },1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
In which conferences or journals has J. Christoffer Skogen published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
In which conferences or journals has S. A. DeLoach published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/ScottADeLoach> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/ScottADeLoach> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"In the last 7 years, which papers did Robertson, N. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/7169> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/7169> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-7) },1.0,1.0,"(1.0, 1.0, 1.0)"
Mention the co-authors of Chang Yun Park.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/3987> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/08/3987>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/3987> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/08/3987>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Find the paper written by Ehab M. Almetwally with Manal M. Yousef that was published in Symmetry.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/287/7044> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/308/9582> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Symmetry' },SELECT DISTINCT ?paper WHERE { <https://dblp.org/pid/287/7044> <https://dblp.org/rdf/schema#authoredBy> ?paper . <https://dblp.org/pid/308/9582> <https://dblp.org/rdf/schema#authoredBy> ?paper . ?paper <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/series/sym/> },8.129855005981316e-155,0.9607843137254902,"(0.9564124345779419, 0.9547162652015686, 0.9555635452270508)"
Mention the paper written by Ju-Han Park with Chan-Su Yang that was published in IEEE International Geoscience and Remote Sensing Symposium.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/229/5178> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/8951> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IGARSS' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/229/5178> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/8951> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IGARSS' },1.0,1.0,"(1.0, 1.0, 1.0)"
What publications did Dan Roth publish in International Conference on Machine Learning?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/DanRoth> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICML' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/DanRoth> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICML' },1.0,1.0,"(1.0, 1.0, 1.0)"
"In ISOCC, which papers did Yoshifumi Nishio publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/5701> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISOCC' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/5701> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISOCC' },1.0,1.0,"(1.0, 1.0, 1.0)"
Which papers did the authors Pei-Hsun Emma Liu and Ming-Kuan T. co-write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/2243> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/7327> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/2243> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/7327> },1.0,1.0,"(1.0, 1.0, 1.0)"
What publications did Hassen Mekki publish in SSD?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/1889> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'SSD' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/1889> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'SSD' },1.0,1.0,"(1.0, 1.0, 1.0)"
In which conferences or journals has M. J. published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/2945> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/2945> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"In Genetic and Evolutionary Computations, which papers did the author Duc Manh Nguyen publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/92/9457> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'GECCO (Companion)' },SELECT DISTINCT ?paper WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/92/9457> . ?paper <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/rec/conf/gecco/> },4.304028558378761e-78,0.8846153846153846,"(0.9650759100914001, 0.9635632038116455, 0.9643189311027527)"
"Mention the paper written by Rajan, Kanaka with Guillaume L. that was published in CoRR.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/10452> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/10384> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/10452> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/10384> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },1.0,1.0,"(1.0, 1.0, 1.0)"
