Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
Mention the venues in which G. Leduc published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1225> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1225> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the venues in which Little, Mark C. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/210> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/210> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.8507331335123524,0.94,"(0.9759085178375244, 0.9469542503356934, 0.9612133502960205)"
Which papers did the author K. Cheng write with the author from Hong Kong University of Science and Technology?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/KwangTingCheng> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Hong Kong University of Science and Technology' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/KwangTingCheng> . ?answer <https://dblp.org/rdf/schema#venue> ?venue . ?venue <https://dblp.org/rdf/schema#organization> <http://dbpedia.org/resource/Hong_Kong_University_of_Science_and_Technology> } 
```",0.409094627276912,0.8653846153846154,"(0.9438626766204834, 0.9138466119766235, 0.9286121726036072)"
Which venues has A. J. Biega published in?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/0373> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/0373> } 
```",0.3582589201789297,0.92,"(0.9354276657104492, 0.9177108407020569, 0.9264845848083496)"
Mention the co-authors of M. Jantzen.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/j/MatthiasJantzen> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/j/MatthiasJantzen>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/j/MatthiasJantzen> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/j/MatthiasJantzen>) }
```",0.878187983790713,0.9454545454545454,"(0.9796127080917358, 0.9606403708457947, 0.9700338244438171)"
With which other authors has J. R. Bellegarda written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/3657> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/04/3657>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/3657> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/04/3657>) }
```",0.878187983790713,0.9473684210526315,"(0.9757319688796997, 0.9563030004501343, 0.9659197926521301)"
Find the paper written by Wen-Hsiung Lee with Paul D. Gader that was published in IEEE Trans. Geosci. Remote. Sens..,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/9897> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/4077> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Geosci. Remote. Sens.' },"```sparql
SELECT ?answer WHERE { 
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/9897> .
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/4077> .
  ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Geosci. Remote. Sens.' 
} 
```",0.8641944207171431,0.9074074074074074,"(0.9555174708366394, 0.9323949813842773, 0.9438145756721497)"
"In Selected Areas in Cryptography, which paper written by Rui A. Oliveira with Marco Vieira was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/165/3656> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/6260> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'SAC' },"```sparql
SELECT DISTINCT ?paper WHERE { 
?paper <https://dblp.org/rdf/schema#author> ""<https://dblp.org/pid/165/3656>"" .
?paper <https://dblp.org/rdf/schema#author> ""<https://dblp.org/pid/14/6260>"" .
?paper <https://dblp.org/rdf/schema#title> ?title .
FILTER regex(?title, ""Selected Areas in Cryptography"") 
} 
```",5.714469057614501e-155,0.8,"(0.9284342527389526, 0.8951095342636108, 0.9114673733711243)"
"Which papers did the author Dimitrov, Dimitar K. write with the author from ETH Z\u00FCrich?","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/4685-2> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'ETH Z\u00FCrich, Switzerland' }","```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/4685-2>. ?answer <https://dblp.org/rdf/schema#authoredBy> ?author . ?author <https://dblp.org/rdf/schema#affiliation> <https://dblp.org/aff/ETH_Zurich> } 
```",0.3599726804583704,0.8166666666666667,"(0.9400136470794678, 0.9341790676116943, 0.9370872378349304)"
"What are the venues in which Himayat, N. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/4102> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/20/4102> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.8507331335123524,0.94,"(0.9766868352890015, 0.9478285312652588, 0.9620413184165955)"
Which papers did the authors Frederic T. Chong and Susmit Biswas co-write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/FTChong> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/6598> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/FTChong>. 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/6598> } 
```",0.6162607099729586,0.9411764705882353,"(0.9690433144569397, 0.9413400888442993, 0.954990804195404)"
What are the venues in which X. Guo published?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/1430-1> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/1430-1> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer }
```",0.8507331335123524,0.9423076923076923,"(0.9758597612380981, 0.9514588117599487, 0.9635047912597656)"
"In CoRR, which paper written by Mustafa Cenk Gursoy with Tewodros A. Zewde was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/5244> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/175/2751> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"```sparql
SELECT DISTINCT ?title WHERE { 
  ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/5244> .
  ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/175/2751> .
  ?x <https://dblp.org/rdf/schema#title> ?title .
} 
```",4.552139528394421e-78,0.8653846153846154,"(0.9386264085769653, 0.9140686988830566, 0.9261848330497742)"
"Which papers did Jir\u00ED C. and Kol\u00E1r, Radim write together?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/207/7257> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/3429> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/207/7257> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/3429> }
```",0.8507331335123524,0.9423076923076923,"(0.9754079580307007, 0.9544300436973572, 0.9648050665855408)"
With which other authors has the author Cesar Renteria written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/7864> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/142/7864>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/142/7864> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/142/7864>) }
```",0.878187983790713,0.9473684210526315,"(0.9762926697731018, 0.9556819796562195, 0.96587735414505)"
Which papers did C. F. Broomfield publish in Comput. Commun. Rev.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/5335> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Comput. Commun. Rev.' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/5335> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Comput. Commun. Rev.' } } 
```",0.6540585844910979,0.9423076923076923,"(0.974289059638977, 0.9490305185317993, 0.9614939093589783)"
What publications did Chu K. Loo publish in Frontiers Robotics AI?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/71/2077> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Robotics AI' },"```sparql
SELECT DISTINCT ?answer WHERE { 
  ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/71/2077> .
  { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Frontiers Robotics AI' } 
}
```",0.674945488826271,0.9423076923076923,"(0.9708393812179565, 0.9312342405319214, 0.9506245255470276)"
"Which papers did the authors Egea, Maxime and Fabien Panloup co-write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0212> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0421> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0212> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/302/0421> } 
```",0.8507331335123524,0.94,"(0.9707204103469849, 0.9447243213653564, 0.9575459361076355)"
Who are the co-authors of Janne Lindqvist?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/65/1182> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/65/1182>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/65/1182> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/65/1182>) }
```",0.878187983790713,0.9464285714285714,"(0.9759521484375, 0.956346333026886, 0.9660497903823853)"
What are the publications written by the authors J. Rowland and Adrian Freed in collaboration?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/4922> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/2117> },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/4922> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/2117> } } 
```",0.435949382480739,0.9056603773584906,"(0.972536027431488, 0.9441741108894348, 0.958145260810852)"
"Which papers did the author Gong, P. write with the author from Beijing Institute of Technology, School of Mechatronical Engineering, China?","SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/1615-1> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Beijing Institute of Technology, School of Mechatronical Engineering, China' }","```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/1615-1> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Beijing Institute of Technology, School of Mechatronical Engineering, China' }
```",0.9214109120166036,0.9464285714285714,"(0.9819204807281494, 0.9652202129364014, 0.9734987616539001)"
"What are the venues in which Lee, M. L. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/6847> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/6847> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.8507331335123524,0.9411764705882353,"(0.9764704704284668, 0.9475170373916626, 0.9617758989334106)"
"List the papers published by Huang, C. in the last 8 years.",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/2652> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/2652> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) }
```",0.878187983790713,0.9482758620689655,"(0.9804304838180542, 0.9590204954147339, 0.9696072936058044)"
What publications did Sarah Meiklejohn publish in Financial Cryptography Workshops?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/8813> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Financial Cryptography Workshops' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/8813> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Financial Cryptography Workshops' } 
```",0.8702397637697912,0.9433962264150944,"(0.9798474311828613, 0.9526361227035522, 0.9660502076148987)"
List the papers published by Mohsen Vatani in the last three years.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/158/4992> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/158/4992> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) }
```",0.878187983790713,0.95,"(0.9810788631439209, 0.9596452713012695, 0.9702436923980713)"
"Which papers did the author Yang, Meng publish in the last four years?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/2761-13> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-4) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/2761-13> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-4) }
```",0.878187983790713,0.9491525423728814,"(0.9808635711669922, 0.9596172571182251, 0.9701240658760071)"
List the co-authors of Xueming Li.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/2097> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/67/2097>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/2097> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/67/2097>) } 
```",0.878187983790713,0.9464285714285714,"(0.9752710461616516, 0.9528577327728271, 0.9639341831207275)"
"What are the papers written by Espen Hagen and Leski, Szymon together?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3780> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/8751> },"```sparql
SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3780> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/8751> } }
```",0.435949382480739,0.9074074074074074,"(0.973000168800354, 0.9472920894622803, 0.9599740505218506)"
List the venues in which David Doukhan published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/10650> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?firstanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/10650> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer }
```",0.5328009719875519,0.9411764705882353,"(0.9772856831550598, 0.9503132700920105, 0.9636107683181763)"
Which papers did German Rigau publish in RANLP?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1456> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'RANLP' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1456> . ?answer <https://dblp.org/rdf/schema#inProceedings> <https://dblp.org/conf/ranlp> }
```",0.6413865258981679,0.9038461538461539,"(0.9561601281166077, 0.9336181282997131, 0.9447547197341919)"
"In Patterns, which papers did the author Zhengyu Chen publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/80/887> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Patterns' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/80/887> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Patterns' } 
```",0.8507331335123524,0.94,"(0.9779371023178101, 0.9496670961380005, 0.9635947942733765)"
List the papers published by Jonathan Rebane in the last five years.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/5587> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-5) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/225/5587> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-5) } 
```",0.878187983790713,0.9473684210526315,"(0.980586588382721, 0.9557727575302124, 0.9680206775665283)"
"Which paper written by Peng, Y. with Qi, J. was published in CoRR?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3073> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/183/0937> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/3073> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/183/0937> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } 
```",0.8852140475440834,0.9423076923076923,"(0.9788905382156372, 0.9591954350471497, 0.9689428806304932)"
Who are the co-authors of Thomas A. Henzinger?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/ThomasAHenzinger> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/h/ThomasAHenzinger>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/ThomasAHenzinger> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/h/ThomasAHenzinger>) }
```",0.878187983790713,0.9433962264150944,"(0.9770343899726868, 0.9569951295852661, 0.9669109582901001)"
Mention the papers published by G\u00E9rard B. with the author from CNRS.,"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1036> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'CNRS, Grenoble, France' }","```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1036> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?coauthor . FILTER(?coauthor <https://dblp.org/rdf/schema#affiliation> ""CNRS"") }
```",0.5632098085888197,0.8305084745762712,"(0.9485852122306824, 0.9339417815208435, 0.9412065744400024)"
Mention the co-authors of Wai Chen.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1080> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/61/1080>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1080> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/61/1080>) },1.0,1.0,"(1.0, 1.0, 1.0)"
"In ICSE (2), which papers did Bull, Christopher publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1655-1> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICSE (2)' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/66/1655-1> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICSE (2)' } 
```",0.861173529963367,0.9433962264150944,"(0.97812819480896, 0.9517225027084351, 0.9647446870803833)"
Mention the paper written by Per Olof Gutman with Boris M. Mirkin that was published in Syst. Control. Lett..,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/01/2136> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/BorisMMirkin> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Syst. Control. Lett.' },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/01/2136> . 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/BorisMMirkin> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Syst. Control. Lett.' }
```",0.897077374680109,0.9433962264150944,"(0.9775280952453613, 0.9571130871772766, 0.9672129154205322)"
Which papers did the author Richard E. Stearns publish in the last 3 years?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/RichardEdwinStearns> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/RichardEdwinStearns> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-3) } 
```",0.878187983790713,0.9444444444444444,"(0.9800419807434082, 0.9562680721282959, 0.9680090546607971)"
List the co-authors of Zhengwei Pan.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/211/6090> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/211/6090>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/211/6090> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/211/6090>) } 
```",0.878187983790713,0.9464285714285714,"(0.9753011465072632, 0.9519799947738647, 0.9634994268417358)"
With which other authors has the author Jinlong Cai written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/131/9951> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/131/9951>) },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/131/9951> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/131/9951>) } 
```",0.878187983790713,0.9454545454545454,"(0.9746089577674866, 0.9507045745849609, 0.9625083804130554)"
Which paper written by Frank Wolter with Michael Zakharyaschev was published in Fundam. Informaticae?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/FrankWolter> . 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/z/MZakharyaschev> . 
?answer <https://dblp.org/rdf/schema#publishedIn> 'Fundam. Informaticae' 
}
```",0.8914703664390793,0.9423076923076923,"(0.9644652605056763, 0.9355230331420898, 0.9497736692428589)"
In which conferences or journals has J. Christoffer Skogen published papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/282/8243> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer } 
```",0.8507331335123524,0.94,"(0.9778197407722473, 0.9486130475997925, 0.9629949331283569)"
