,Unnamed: 0,Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore,answer,gt_answer,metrics
114,356,Did Piotr A. Kowalski publish the paper 'Sensitivity Analysis for Probabilistic Neural Network Structure Reduction'?,ASK { <https://dblp.org/rec/journals/tnn/KowalskiK18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/6458> },ASK { <https://dblp.org/rec/journals/tnn/KowalskiK18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/6458> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
115,357,"Has Yang, M. published in IEEE International Conference on Intelligence and Security Informatics in the last 3 years?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/2604> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'ISI' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/2604> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE International Conference on Intelligence and Security Informatics' },0.6252841934548046,0.9824561403508772,"(0.9894538521766663, 0.9759654998779297, 0.9826634526252747)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
116,358,Have Shaojie Wang and Ziyi Kou co-authored the paper 'Weakly Supervised Localization Using Background Images'?,ASK { <https://dblp.org/rec/journals/corr/abs-1909-03619> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/4641> . <https://dblp.org/rec/journals/corr/abs-1909-03619> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/232/2207> },"ASK { 
<https://dblp.org/rec/journals/corr/abs-1909-03619> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/4641> .
<https://dblp.org/rec/journals/corr/abs-1909-03619> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/232/2207> 
}",1.0,0.9772727272727272,"(0.9827834963798523, 0.974600613117218, 0.9786749482154846)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
117,359,Did the author Ping L. publish in J. Electronic Imaging in the last three years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/34/188> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'J. Electronic Imaging' },"ASK { 
  ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/34/188> . 
  ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . 
  FILTER(?y > YEAR(NOW())-3) . 
  ?x <https://dblp.org/rdf/schema#publishedIn> 'J. Electronic Imaging' 
}",1.0,0.9818181818181818,"(0.9693142175674438, 0.944058895111084, 0.9565199017524719)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
118,360,Does the person Lidan Wang have an ORCID?,ASK { <https://dblp.org/pid/03/2525> <https://dblp.org/rdf/schema#orcid> ?x },"SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/03/2525> <https://www.w3.org/ns/org#hasIdentifier> ?answer . FILTER (isIRI(?answer) && REGEX(str(?answer), ""https://orcid.org/"")) }",5.1570068194350746e-155,0.5555555555555556,"(0.9152988195419312, 0.8551583290100098, 0.8842071294784546)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
119,361,Was the paper 'Ambiguous events and maxmin expected utility' published by Massimiliano Amarante in J. Econ. Theory?,ASK { <https://dblp.org/rec/journals/jet/AmaranteF07> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/11281> . <https://dblp.org/rec/journals/jet/AmaranteF07> <https://dblp.org/rdf/schema#publishedIn> 'J. Econ. Theory' },ASK { <https://dblp.org/rec/journals/jet/AmaranteF07> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/11281> . <https://dblp.org/rec/journals/jet/AmaranteF07> <https://dblp.org/rdf/schema#publishedIn> 'J. Econ. Theory' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
120,362,"Did Baer, J. publish the paper 'Efficient Trace-Driven Simulation Methods for Cache Performance Analysis' in the last 3 years?",ASK { <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JLBaer> . <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },ASK { <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JLBaer> . <https://dblp.org/rec/journals/tocs/WangB91> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
121,363,Has the author Klaus S. published in International Conference on Formal Methods and Models for Co-Design in the last three years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/KlausSchneider1> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'MEMOCODE' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/KlausSchneider1> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'International Conference on Formal Methods and Models for Co-Design' },0.5997079188357801,1.0,"(0.982305645942688, 0.9732078909873962, 0.9777356386184692)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
122,364,Has Eun Jung Yoon published the paper 'Mining Implicit Social Network with Context-Aware Technologies' in WEB?,ASK { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/10351> . <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#publishedIn> 'WEB' },ASK { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/10351> . <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#publishedIn> 'WEB' FILTER NOT EXISTS { <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/10351> . <https://dblp.org/rec/conf/web/YoonZ11> <https://dblp.org/rdf/schema#publishedIn> 'WEB' } },0.4116245235860851,0.86,"(0.9526646137237549, 0.9335017204284668, 0.9429858326911926)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
123,365,Was the paper 'An axiomatic study of Majority-rule (+ ) and associated consensus functions on hierarchies' published by David Fern\u00E1ndez-Baca in Discret. Appl. Math.?,ASK { <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/3259> . <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#publishedIn> 'Discret. Appl. Math.' },ASK { <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/3259> . <https://dblp.org/rec/journals/dam/DongFMP11> <https://dblp.org/rdf/schema#publishedIn> 'Discret. Appl. Math.' },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
124,366,Does X. Tong have an ORCID?,ASK { <https://dblp.org/pid/86/2176> <https://dblp.org/rdf/schema#orcid> ?x },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/86/2176> <https://dblp.org/rdf/schema#hasORCID> ?answer },6.739371628317701e-155,0.6666666666666666,"(0.9571448564529419, 0.9323468804359436, 0.9445831179618835)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
125,367,Did Sungwon Lee publish the paper 'Seamless link quality guaranteed handover scheme over experimental IEEE 80221 MIH testbed'?,ASK { <https://dblp.org/rec/conf/icuimc/SongL12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/5584> },"ASK { 
  <https://dblp.org/rec/conf/icuimc/SongL12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/5584> .
}",0.6434588841607617,0.975,"(0.9789862036705017, 0.9633084535598755, 0.9710841178894043)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
126,368,"Did the author Giuzzi, Luca publish the paper 'Secret sharing schemes from hypersurfaces over finite fields' in the last 9 years?",ASK { <https://dblp.org/rec/journals/corr/abs-2105-14508> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/5871> . <https://dblp.org/rec/journals/corr/abs-2105-14508> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },"ASK { <https://dblp.org/pid/14/5871> <https://dblp.org/rdf/schema#authoredBy> ?publication . 
?publication <http://www.w3.org/2000/01/rdf-schema#label> ""Secret sharing schemes from hypersurfaces over finite fields"" .
?publication <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) }",0.2727419106938191,0.9016393442622952,"(0.9189016222953796, 0.9076162576675415, 0.9132241010665894)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
127,369,"Did the authors Byoung-Yul Coh and Rodriguez, Andrew co-author the paper 'New multi-stage similarity measure for calculation of pairwise patent similarity in a patent citation network'?",ASK { <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/6258> . <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/9176> },ASK { <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/6258> . <https://dblp.org/rec/journals/scientometrics/RodriguezKTLCJ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/16/9176> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
128,370,Did Grace Tsai publish in CoRR in the last three years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/534> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"ASK { 
?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/534> . 
?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . 
FILTER(?y > YEAR(NOW())-3) . 
?x <https://dblp.org/rdf/schema#publishedIn> 'CoRR' 
}",1.0,0.9821428571428572,"(0.9685947895050049, 0.9482583999633789, 0.9583187103271484)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
129,371,Did the author S. Ahmet Mentes publish the paper 'The usability of university websites - a study on European University of Lefke' in the last three years?,ASK { <https://dblp.org/rec/journals/ijbis/CaglarM12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/9711> . <https://dblp.org/rec/journals/ijbis/CaglarM12> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },"ASK { 
<https://dblp.org/pid/121/9711> <https://dblp.org/rdf/schema#authoredBy> ?x .
?x <https://dblp.org/rdf/schema#publishedIn> 'The usability of university websites - a study on European University of Lefke' .
FILTER (YEAR(?x) >= YEAR(NOW() - 3*DAYTIMEDURATION('P1Y')) ) 
}",4.467524188206152e-155,0.8153846153846154,"(0.9061136245727539, 0.8894180059432983, 0.8976881504058838)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
130,372,Did the author Jianfeng Ma publish the paper 'Provable ownership of file in de-duplication cloud storage' in the last 9 years?,ASK { <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/6604-1> . <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },ASK { <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/6604-1> . <https://dblp.org/rec/conf/globecom/YangRM13> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
131,373,Did Hong-Nan Li publish the paper 'Cycle Slip Detection and Correction of GPS Carrier Phase Based on Wavelet Transform and Neural Network' in the last two years?,ASK { <https://dblp.org/rec/conf/isda/YiLW06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1147> . <https://dblp.org/rec/conf/isda/YiLW06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },ASK { <https://dblp.org/rec/conf/isda/LiHNXZ21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/1147> . <https://dblp.org/rec/conf/isda/LiHNXZ21> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },0.5731224484094262,0.912280701754386,"(0.9871760010719299, 0.9843190908432007, 0.9857454895973206)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
132,374,Did the author Karol P. publish the paper 'Tietze Extension Theorem for n-dimensional Spaces' in the last 5 years?,ASK { <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/10329> . <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },ASK { <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/10329> . <https://dblp.org/rec/journals/fm/Pak14> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
133,375,"Did Don E. Detmer publish the paper 'Language matters: precision health as a cross-cutting care, research and policy agenda' in the last 4 years?",ASK { <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/9193> . <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) },ASK { <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/9193> . <https://dblp.org/rec/journals/jamia/PayneD20> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
134,376,Has Haseeb Bokhari published in DAC in the last six years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/139/5964> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) . ?x <https://dblp.org/rdf/schema#publishedIn> 'DAC' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/139/5964> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) . ?x <https://dblp.org/rdf/schema#publishedIn> 'DAC' },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
135,377,"Does the person named Alsudany, S. K. have an ORCID?",ASK { <https://dblp.org/pid/190/3484> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/190/3484> <https://dblp.org/rdf/schema#hasORCID> ?orcid },6.206021746903507e-78,0.8536585365853658,"(0.9819280505180359, 0.974020779132843, 0.9779584407806396)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
136,378,"Did Keita Takahashi and Fujii, T. co-author the paper 'Comparison of Layer Operations and Optimization Methods for Light Field Display'?",ASK { <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/3729-1> . <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/5373> },ASK { <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/3729-1> . <https://dblp.org/rec/journals/access/MaruyamaTF20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/5373> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
137,379,Was the paper 'Application of Reinforcement Learning Algorithm in Delivery Order System under Supply Chain Environment' published by Xin T. in Mob. Inf. Syst.?,ASK { <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/6413> . <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#publishedIn> 'Mob. Inf. Syst.' },ASK { <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/6413> . <https://dblp.org/rec/journals/mis/HuangT21> <https://dblp.org/rdf/schema#publishedIn> 'Mob. Inf. Syst.' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
138,380,"Did the author Delfmann, Patrick publish the paper 'Referenzmodellierung in \u00F6ffentlichen Verwaltungen am Beispiel des prozessorientierten Reorganisationsprojekts Regio@KomM'?",ASK { <https://dblp.org/rec/conf/wirtschaftsinformatik/BeckerADN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/PatrickDelfmann> },ASK { <https://dblp.org/rec/conf/wirtschaftsinformatik/BeckerADN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/d/PatrickDelfmann> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
139,381,Has Hugo P. Kuklinski published the paper 'Campus M\u00F3vil: Designing a Mobile Web 20 Startup for Higher Education Uses' in BlogTalk?,ASK { <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/8222> . <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#publishedIn> 'BlogTalk' },ASK { <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/8222> . <https://dblp.org/rec/conf/blogtalk/KuklinskiB09> <https://dblp.org/rdf/schema#publishedIn> 'BlogTalk' },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
140,382,Was the paper 'Pointwise Paraphrase Appraisal is Potentially Problematic' published by Hannah Chen in Association of Computational Linguistics?,ASK { <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/4543> . <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#publishedIn> 'ACL (student)' },ASK { <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/170/4543> . <https://dblp.org/rec/conf/acl/ChenJE20> <https://dblp.org/rdf/schema#publishedIn> 'Association for Computational Linguistics' },0.5760844201603896,0.9574468085106383,"(0.978961169719696, 0.9716115593910217, 0.9752724766731262)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
141,383,Does the author Hongbin Dong have an ORCID?,ASK { <https://dblp.org/pid/78/3790> <https://dblp.org/rdf/schema#orcid> ?x },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/78/3790> <https://www.w3.org/ns/activitystreams#hasORCID> ?answer },6.739371628317701e-155,0.62,"(0.9296067953109741, 0.9012196063995361, 0.9151931405067444)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
142,384,Does the person J. Lin have an ORCID?,ASK { <https://dblp.org/pid/30/11496> <https://dblp.org/rdf/schema#orcid> ?x },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/30/11496> <https://dblp.org/rdf/schema#hasORCID> ?answer },6.739371628317701e-155,0.673469387755102,"(0.9579560160636902, 0.9331434965133667, 0.9453870058059692)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
143,385,Did the author J. Biskup publish the paper 'Sichere Delegation in Informationssystemen' in the last 3 years?,ASK { <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/b/JBiskup> . <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },ASK { <https://dblp.org/pid/b/JBiskup> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/rec/conf/vis/BiskupE93> . <https://dblp.org/rec/conf/vis/BiskupE93> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },0.6850836912969523,1.0,"(0.981544017791748, 0.9824100732803345, 0.9819768667221069)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
144,386,Did the author Beverley Gable publish the paper 'Listening in a second language'?,ASK { <https://dblp.org/rec/conf/interspeech/BondMG96> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/9338> },SELECT DISTINCT ?answer WHERE { <https://dblp.org/rec/conf/interspeech/BondMG96> <https://dblp.org/rdf/schema#authoredBy> ?answer . FILTER(?answer = <https://dblp.org/pid/19/9338>) },3.191385619211647e-78,0.6727272727272727,"(0.9676831364631653, 0.9266171455383301, 0.9467050433158875)","[{'answer': {'type': 'uri', 'value': 'https://dblp.org/pid/19/9338'}}]",[],"{'exact_match': False, 'precision': 0, 'recall': 0.0, 'f1_score': 0, 'jaccard': 0.0}"
145,387,Does Abdel Magid S. Hamouda have an ORCID?,ASK { <https://dblp.org/pid/79/5370> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/79/5370> <https://dblp.org/rdf/schema#orcid> ?orcid },0.537284965911771,0.9714285714285714,"(0.9842827320098877, 0.9830000400543213, 0.9836409687995911)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
146,388,"Was the paper 'Predicting Positions of Bridging Water Molecules in Nucleic Acid-Ligand Complexes' co-authored by the authors Moitessier, Nicolas and Waldisp\u00FChl, J\u00E9r\u00F4me?",ASK { <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/3451> . <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/6365> },ASK { <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/3451> . <https://dblp.org/rec/journals/jcisd/WeiLWM19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/73/6365> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
147,389,"Was the paper 'Web Services Reliability Patterns' co-authored by the authors Seyed Masoud Sadjadi and Buckley, I. A.?",ASK { <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/SeyedMasoudSadjadi> . <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/181/8758> },ASK { <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/s/SeyedMasoudSadjadi> . <https://dblp.org/rec/conf/seke/BuckleyFRS09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/181/8758> },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
148,390,Did the author A. Torralba publish the paper 'Human Learning of Contextual Priors for Object Search: Where does the time go?' in the last 3 years?,ASK { <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/t/AntonioBTorralba> . <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },ASK { <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/t/AntonioBTorralba> . <https://dblp.org/rec/conf/cvpr/Hidalgo-SoteloO05> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) },1.0,1.0,"(1.0, 1.0, 1.0)",[],[],"{'exact_match': True, 'precision': 0, 'recall': 0, 'f1_score': 0, 'jaccard': 1.0}"
